7365,15,15,6,16
7371,8.5,4,3.4,4.5
7391,4.6,4.6,4.3,0.4
7433,24,8,0.5,1
7441,8.5,4,2.5,2.9
7541,6,4,1,0.3
7591,12,12,3,4
7635,8,5,4,3
7660,5,3.5,9.6,2.7
7712,11.8,8.3,3.9,3.3
7714,15,15,6,16
7741,3,3,3,1
7749,2.8,5.5,7.9,1.5
7851,14,14,5,16.6
7856,9,7,1,0
7865,14,8,3,2
7895,24,8,0.5,1
7955,30.6,5.6,25.1,17.2
7960,13.5,6.8,5,2.9
7989,10,6,0.6,0.8
7990,4,3,4,0.4
7993,24,8,0.5,1
8035,24,8,0.5,1
8087,3.5,3.9,2.2,0.2
8090,1.3,2.8,4.5,0.1
8107,12,4,1,0.1
8135,7.7,1.8,13.6,0.9
8158,12,6.5,1.9,3.5
8201,12,7,2,4
8220,2.8,5.5,7.9,0.5
8236,2.3,2.3,3.8,0.2
8380,8.8,8.8,4,9
8382,8.5,4,2.5,2
8386,15,15,6,18
8443,10.4,1.8,11.6,1.4
8457,2.8,5.5,7.9,0.9
8475,60,9,26,46
8515,9,5,3,2
8545,2.8,5.5,7.9,0.3
8549,3.5,3.9,2.2,0.2
8559,2.5,2.5,1.8,0.1
8565,7.7,1.8,9.7,0.7
8583,15,15,6,20
8659,6,3,1,0.1
8697,14,9,9,5.4
8704,15,15,6,18
8717,2.8,5.5,7.9,0.1
8744,20.5,20.5,10,25.2
8756,22.3,14.4,6.3,23.9
8777,85,10,10,10
8815,20,8,0.5,1.5
8841,12.5,12.5,2,4.2
8864,24,8,0.5,1
8882,2.4,3.5,10.4,0.7
8914,36,8,6,4
8967,2.8,5.5,7.9,0.4
8968,5,5,5,2
8972,2.6,2.6,7.8,1
8992,6,4,0.6,0.3
9003,5.5,5.5,2.8,0.5
9005,3.9,3.9,2,0.1
9006,2,2,2,0.3
9017,7.7,1.8,13.6,1
9026,6,9,47,11
9052,2.8,5.5,7.9,0.2
9065,22.8,4.7,4.7,4.6
9114,4.3,4.9,2.3,0.4
9198,2,2,2,0.2
9211,3.9,6.3,10.2,2.6
9218,7,5,0.5,0.6
9284,3.5,3.9,2.2,0.3
9333,6,4,0.8,0.3
9360,8,6,1.5,2
9369,7.7,1.8,9.7,0.8
9389,15,15,6,18
9402,15,15,6,18
9424,15,15,6,18
9473,10.4,6.3,2,3.3
9532,15,15,6,18
9605,11,8,8,4
9653,4.5,3.5,1,1
9658,2,2,6,1
9726,12.2,6.1,6,6
9776,5,5,5,2
9808,12,12,6,14
9822,10,6.1,5.9,5.5
9850,8.5,4,3.4,4.1
9872,11,7.5,2.5,12.6
9877,10,6,2,0.5
9916,10.4,1.8,11.6,1.8
9919,24,8,0.5,1
9932,2.8,5.5,7.9,0.6
9942,15,15,6,28
9952,24,8,0.5,1
10030,24,8,0.5,1
10035,49,9,3,8
10036,24,8,0.5,1
10092,22.3,14.4,6.3,16
10211,2,2,2,0.5
10235,8.4,9.8,1.1,0.4
10238,4.3,4.9,2.3,0.3
10239,5,5,1,0.1
10250,27.2,6.5,3.1,17.6
10255,6,4,0.5,0.2
10326,5,1,1,0.1
10337,19,13,6,23.7
10391,9,4,2.3,1
10409,15,15,6,30
10438,13,12.2,10.2,35.3
10440,3.9,6.3,10.2,1.6
10475,40,16,14,18
10486,14,14,5,18.4
10501,10.3,4.8,3.3,5.5
10585,8.5,4,2.5,2
10700,4,3,2,0.4
10706,24,8,0.5,1
10708,12,10,8,5
10734,6,4,0.8,0.6
10769,6,6,3,0.8
10780,26,4,3,1
10797,24,8,0.5,1.5
10801,24,8,0.5,1
10802,4,3,4,0.7
10820,19.3,3,2.8,6.6
10828,12,6.5,1.9,2.5
10886,8.5,4,3.4,1.8
10911,8.5,4,2.5,2.1
10952,8.5,4,2.5,3.3
10967,6,4,0.5,0.2
11004,14,14,5,13.8
11023,8.5,4,3.4,2.5
11062,18,15,14,10
11081,15,4,4,1
11117,24,8,0.5,1
11128,12,12,2,9
11179,15,15,6,16
11233,4,3,4,0.5
11275,21,12,1,0.1
11318,24,8,0.5,1.5
11413,55.1,12.6,15.7,65.9
11449,31,14,9,21
11459,6,4,1,0.1
11471,14,14,5,20.1
11547,9.6,4.4,3.9,9.3
11609,7,6,5,3
11617,17,13,24,9
11621,4.7,5.5,3.5,1.5
11752,15,15,6,20
11770,4,3.5,5.4,0.8
11783,2,7,7,2.2
11793,8,6,4,0.4
11801,14,14,5,28.4
11833,6.4,6.4,11,1.4
11836,0.6,0.1,0.1,0
11918,18,18,18,23
11930,14.5,6,1,1.2
11937,3.2,3.2,4.4,0.8
11944,5,3.5,9.6,2.1
11959,3,6,5,3
11965,3.9,6.3,10.2,2.6
11988,36,9,6,5
12004,3,19.3,2.8,6.6
12005,8.5,4,2.5,6.1
12074,7,5,0.8,0.8
12076,15,15,6,16
12111,10,6,2,0.8
12168,15,15,6,16
12227,3.5,5,9.6,1.1
12263,10.4,1.8,11.6,1.4
12275,6,4,1,0.7
12302,5.3,5.3,5.3,0.6
12351,1.9,2.6,1.3,0.2
12407,8,5,8.5,8
12412,13,12,10,18
12430,15,15,6,28
12435,5,3,1,0.7
12478,44,8,18,8
12564,32,16,5.5,9
12589,8.5,4,2.5,2.4
12631,36,8,6,4
12768,32,7,27,20
12777,6,6,6,3
12787,4.3,3.8,2.3,0.2
12894,6.5,21.3,3.1,13.2
12898,6,22,29,14
12912,2,2,6.5,0.6
12953,9,7,3,2.6
12989,30,13,10,8
12996,11.1,2.3,15.1,1.4
13017,15,15,6,18
13130,7,5.9,2.6,1.5
13159,19.3,3,2.8,6.6
13214,6,4,0.8,0.4
13224,14.2,7.1,2.4,5.2
13285,6,4,0.8,0.3
13292,12,7,2,3
13309,15,14,3,0.5
13324,7.1,7.3,6,2.7
13338,8.5,4,3.4,2
13342,7.7,1.8,13.6,1.1
13470,4.7,2.6,8.9,1.6
13495,14,14,5,24.9
13526,14,14,5,26.1
13574,5,5,5,2
13596,54,11,5,6.5
13621,5.9,5.5,2.4,1.2
13624,11,7,4,5
13671,48.5,6.3,6.4,5.5
16428,8,6,1.5,2
16480,14.2,14.3,3.3,2.3
16529,6,4,0.6,0.4
16535,14,10,2,2
16644,5,3.5,9.6,1.4
16654,3.9,4.8,3.4,1.1
16678,47.2,7.9,3.9,13.2
16717,64,15,6,18
16726,8,6,1.5,2
16742,8.5,4,3.4,4.2
16744,15,4,4,1
16755,5.9,5.5,2.4,2.2
16768,26,14,9,7
16777,24,8,0.5,1
16796,8.4,9.8,1.1,0.4
16880,36,8,6,4
16936,24,8,0.5,1
16944,3,2,1,0.2
17032,12,2,1.5,2
17061,24,8,0.5,1
17102,4,3.5,5.4,1.1
17122,15,15,6,26
17125,10,6,0.5,1.2
17201,6,4,0.8,0.6
17240,5,1,1,0.1
17313,7.7,1.8,13.6,0.8
17445,14,14,5,20.8
17461,7,7,7,2
17555,2.8,5.5,7.9,0.9
17571,14,14,16,21
17573,3.9,6.3,10.2,2.5
17599,4.3,3,1.5,0.4
17653,7,5,6,0.4
17664,1,8,18,0.5
17723,20,5,3,7
17876,12,8,4,8
17879,25.6,15.8,7.4,35.5
17894,33.5,7,18.5,16.5
17984,21,10,3,2
17986,13.5,8.5,3.5,2
17997,10,6,1,1
18073,2.8,5.5,7.9,0.1
18090,6.7,9.1,4.4,2.3
18124,11.4,21.3,0.8,1.3
18134,30.6,7.3,25.7,15.7
18145,7.5,45.7,16.9,22.1
18279,6,6,3,1
18337,6.6,7,1.7,1
18349,10,6,2,0.5
18354,11,9,9,5
18355,5,2.8,1.2,0.6
18461,24,8,0.5,1
18481,12,4,1,0.1
18559,7,6,5,3
18608,3.5,3.9,2.2,0.3
18626,15,15,6,20
18644,8.5,4,2.5,3.2
18648,5,5,3,2
18670,3.9,6.3,10.2,2
18681,2.8,5.5,7.9,0.9
18690,6.3,2.8,2.8,0.1
18765,12,6.5,1.9,3
18768,1.3,2.8,4.5,0.1
18776,24,8,0.5,1
18781,15,15,6,10
18801,14,14,2.5,12
18802,15,15,15,25
18833,4,3.5,5.4,1.4
18868,7,5,0.8,0.8
18909,5.8,2.5,5.5,1.9
18911,8.6,7.3,3,2.6
18946,18,11,11,28
18976,24,8,0.5,1
19026,69,25,7,12
19087,18.3,18.3,12.5,11.1
19124,2.8,5.5,7.9,1.1
19143,10,6,2,0.6
19147,6,4,0.6,0.5
19168,12,6.5,1.9,5
19199,4,3.5,5.4,1.1
19229,24,8,0.5,1.5
19243,24,8,0.5,1
19284,12,7,2,2.5
19300,3.8,3.5,3,5.5
19321,14.5,6,0.5,0.5
19322,23,10,8.1,11.5
19323,21,13,10,6
19329,3.9,1.6,1.6,0.2
19331,5,1,1,0.1
19420,8,5,4,2
19459,2.8,3.7,1.6,0.4
19460,3.9,3.9,6.1,1.3
19461,11.7,12.1,2.8,3.3
19465,5,1,1,0.1
19470,15,15,6,28
19483,6,4,3,2.3
19490,11,12,8,3.2
19685,10,6,2,0.4
19692,15,15,6,26
19704,5,3.5,9.6,3.6
19718,8.5,4,3.4,4.7
19772,1.5,3.4,10.2,0.2
19775,15,15,6,35
19780,47.1,21.5,4.9,60
19781,23,12,1,0.1
19942,3,3,1,0.1
19971,15,15,6,16
19981,6.7,19.7,0.4,1.1
20069,9.3,7.3,4,1.5
20086,10,7,2.3,0.9
20179,15,15,6,30
20219,6,5,3,1.5
20300,23,10,8.1,11.3
20308,7,4,3,6.5
20318,5,3.5,9.6,2.3
20373,2.8,5.5,7.9,1
20413,7,5,0.5,0.3
20504,6.5,6.3,2.6,1.3
20516,3.1,5.9,0.4,0.1
20553,8.5,14.3,5.5,9
20599,11.1,2.3,15.1,2.2
20617,40,9,4,6
20626,17.3,8,0.3,1
20637,8.5,4,3.4,5.3
20659,23,10,8.1,11.3
20672,2.8,5.5,7.9,0.8
20686,24,8,0.5,1
20710,7.7,1.8,9.7,0.7
20747,6,4,1,0.2
20774,18.3,14.5,8.5,8.7
20779,19.3,3,2.8,6.6
20784,4.3,3,1.5,0.6
20795,3.5,2.5,5,0.3
20845,6,6,6,5
20871,5,2,9,2
20891,8.5,4,3.4,4.7
20903,7,3.5,3.5,1
21030,15,15,6,20
21032,14,14,2.5,13.6
21108,7,5,0.1,0.8
21111,12,17,5.8,16.7
21129,2.3,2.3,3.8,0.4
21143,24,8,0.5,1
21229,10.2,3.9,10.3,2
21303,24,8,0.5,1
21364,20,16,12,10
21399,6,6,6,4
21502,5.9,5.5,2.4,0.7
21509,24,8,0.5,1
21540,3.2,3.2,3.6,0.6
21547,47.2,7.9,3.9,15.4
21598,40,8,8,3
21662,12.5,12.5,2,5.4
21678,10,6,1,0.7
21704,15,15,6,16
21742,5.3,5.3,5.3,1.4
21756,3.9,6.3,10.2,0.8
21772,10,8,7,4
21800,9,6,3,1
21826,7,7,7,2
21860,15,15,6,10
21916,9,8,5,5
21932,56,33,11,20
21977,24,8,0.5,1
21982,14.5,6,1,0.4
21998,12,7,2,4
22001,9.8,22,0.4,0.2
22022,5,1,1,0.1
22128,14,14,5,19.2
22139,1,3,3,1
22157,10.3,10.3,3.9,1.4
22163,5.2,14.6,4.2,2
22167,14,14,16,17
22198,7,5,0.6,0.5
22215,4,4,1,1
22242,7.7,1.8,13.6,1
22383,8,24,14,30
22401,14,6,6,4
22406,4.3,4,2.3,0.2
22409,11,30.7,0.8,2.2
22449,23,10,8.1,9.5
22503,6,4,0.6,0.3
22566,15,15,6,20
22573,24,20.5,19.7,198.4
22606,6.3,4,2,2.8
22653,14,4,4,3.5
22677,5.5,4.7,3.5,1.1
22708,38,19,11,30
22748,6,4,0.8,0.6
22754,8,6,1.5,2
22798,6,4,0.9,0.1
22975,5,3.5,9.6,3
23014,6,4,0.1,0.1
23017,34.5,5.7,25.7,17.5
23019,7,5,1,1
23020,52,14,10,44
23054,2.8,3.7,1.6,0.4
23097,7.4,3,1.4,0.1
23162,6,4,3,1
23231,5,3.5,9.6,2.8
23239,7,23,13,30
23241,24,8,0.5,1
23243,4.1,10,9.3,4.1
23251,24,8,0.5,1
23253,10,6,0.8,1.2
23325,47.1,21.5,4.9,30
23331,4,3.5,5.4,0.9
23334,15,15,6,11
23371,15,15,6,22
23377,20.9,3.5,2.2,3.8
23402,8,24,16,37
23420,16.9,2.2,2.2,4.1
23425,23.5,11,5.3,5.4
23458,15,15,6,18
23461,34.5,7.3,31.6,19
23476,8.5,14.3,5.5,9
23491,4,4,4,1.5
23498,6.8,2.9,2,0.3
23519,11,7.5,2.5,16
23544,8.5,4,3.4,5.6
23549,48,12,33,44.3
23592,72,28,1,20
23737,24,8,0.5,1
23803,12.5,12.5,2,4
23821,12,7,2,3
23830,2,2,2,0.5
23852,10,6,0.5,0.7
23893,14,14,3,12.7
23951,12,7,2,3
23965,30,2,2,1
24041,49,9,3,4
24050,8.3,1.8,17.2,1.1
24067,30.6,5.6,25.1,14.1
24083,12,7,2,2.5
24094,2,8,14,2
24111,6,1.5,8,3
24164,15,15,3,5.4
24181,14.3,8.5,5.5,7.7
24192,2.8,5.5,7.9,0.2
24249,12,6,4,8
24294,6.5,6.3,2.6,1.3
24307,18.3,14.5,8.5,6.5
24331,26,14,2,0.3
24410,15,15,6,20
24427,7.7,1.8,13.6,0.9
24472,22,10,5.5,4.5
24480,5,3,1,0.7
24520,15,8,1,1
24533,8.5,4,3.4,2.1
24539,24,8,0.5,1
24547,9.8,29.9,0.4,1.8
24557,25.6,15.8,7.4,24.2
24572,36,14,9,9
24635,12,6.5,1.9,4
24643,21,10,3.5,3.5
24648,14,4,4,4.1
24685,10,5,1,0.5
24721,2,2,2,0.5
24766,15,15,6,18
24774,24,8,0.5,1
24779,24,8,0.5,1
24791,6,4,1,0.3
24812,24,8,0.5,1
24818,54,8,5,7
24836,21,12,1,10
24853,10.5,10.5,2,8.5
24860,9,4,0.9,0.5
24878,12,6.5,1.9,3
24976,6,4,1,0.1
25124,12.5,12.5,2,6.4
25129,2,2,2,0.2
25131,11,7,4,3
25158,19.3,3,2.8,6.6
25209,22.2,14.5,14.9,8.6
25235,8.8,8.8,4,14.5
25236,12,7,2,3
25273,5,1,1,0.1
25294,12,6.5,1.9,4
25295,10,6,1,0.8
25317,51,9,4,6
25421,6,4,0.6,0.4
25487,5,6,10,1
25527,5.9,5.5,2.4,2.2
25545,25.6,15.8,7.4,43.4
25562,6,6,2,2
25622,6,4,0.5,0.2
25643,12,12,12,28
25655,14,14,3,10
25766,12,9,12,5
25772,12,7,2,2.5
25899,17.3,8,0.3,1
25912,24,8,0.5,1
25944,22,10,6,3
25957,24,8,0.5,1.5
25979,53,9,20,18
25998,7,8,5,3
27469,6,1.5,8,3
27525,8.8,8.8,4,6.8
27567,14,14,14,18
27597,54,8,5,7
27602,12,7,2,2.5
27626,21.3,6.5,3.1,11
27662,61,12,13,25
27682,6.8,2.9,2,0.3
27690,6.3,4,2,3.6
27697,44,8,18,15
27707,40,9,29,10
27850,6,4,2,2
27894,8.5,4,3.4,2.9
27900,14,14,5,18.8
27932,2,2,1,0.1
27952,1.3,3.8,5.5,0.1
27962,8,5,8.5,7
28008,24,8,0.5,1
28064,24,8,0.5,1
28157,3.9,6.3,10.2,1.6
28183,6.3,8.3,3,1.9
28187,22,10,5.5,4.5
28188,8.5,4,3.4,2
28221,35,12,12,46
28263,18.1,8.3,8.3,10.6
28271,51,9,4,7
28342,12,7,2,3
28384,10,6,0.5,0.8
28433,8.5,4,2.5,6.2
28442,2.4,1.2,1.2,0.1
28520,25.6,15.8,7.4,45.7
28609,31.5,6.5,22.5,20.5
28640,4.3,3,1.5,0.4
28656,21,19,5,10
28711,3,3,3,1
28717,15,15,6,16
28748,12,10,8,5
28752,2.8,5.5,7.9,0.5
28784,8.4,9.8,1.1,0.4
28801,11,11,2,18.5
28825,44,8,18,19
28886,48,21.5,5.5,31.6
28928,8.3,7,6.5,3.5
28936,3.3,3.3,2.8,0.6
28960,20.3,12.3,12.3,9.5
28983,9,8,4,2
28993,8,7,4,1.5
28995,2.3,2.3,3.8,0.4
29009,3.7,2.8,1.6,0.4
29030,9.8,8.9,3,3.6
29068,26,3,2.8,13.2
29078,35,12,12,42
29095,8.5,4,2.5,2.3
29220,19.3,3,2.8,6.6
29253,4.3,4.9,2.3,0.2
29287,20.5,20.5,12,26
29379,8.5,4,3.4,4.2
29387,4,3,4,0.3
29430,14,14,5,26.6
29491,5,1,1,0.1
29496,5,24,17,31
29504,15,15,6,20
29510,73,14,14,30
29516,9.8,8.9,3,6.1
29523,6,4,3,1.5
29527,2.8,3.7,1.6,0.4
29532,6,4,0.1,0.1
29557,2.8,5.5,7.9,0.9
29565,15,15,6,18
29598,17,6,2,2
29599,11.1,2.3,15.1,2.1
29626,0.2,6,4,0.5
29653,8.8,8.8,4,5.6
29665,3.5,5,9.6,1.1
29667,5,5,2.5,1.5
29723,12,12,6.5,7
29763,10.2,9.1,4.7,5.5
29881,8.5,4,3.4,4.5
29889,6.3,4,2,1.8
29897,4.5,3.5,1,1
29909,2,7,7,1.9
29929,5.5,5.5,2.8,2
29946,8.5,4,2.5,5.6
29970,8.5,4,2.5,4.4
30088,5,22,31,18
30099,21,12,1,1.1
30102,19.3,3,2.8,6.6
30116,12,6,6,8
30133,24.4,12.2,11.6,6.4
30145,8,2.5,8,1.2
30179,6,4,0.4,0.1
30192,2.8,5.5,7.9,0.5
30195,30,13,10,7
30210,8.5,4,2.5,4.1
30231,15,15,6,20
30247,12,7,2,2.5
30252,19,9,1,1
30337,30,13,10,9
30380,47.1,21.5,4.9,30
30389,7.9,5.9,2.4,3.6
30399,4,3.5,5.4,0.3
30410,18.3,14.5,8.5,6
30434,30.6,5.7,31.6,19.4
30436,21,12,1,3
30464,8.5,4,3.4,6.4
30588,2.8,5.5,7.9,0.8
30589,54,8,5,6
30627,3.5,5,9.6,2.7
30662,5.3,5.3,5.3,0.9
30668,32,14,9,22
30704,6,4,0.5,0.2
30712,8.8,8.8,4,12
30792,4,3.5,5.4,1
30796,40,9,7,7
30815,6,5,2,0.4
30817,24,8,0.5,1
30863,24,8,0.5,1
30882,10,10,4,2
30973,9.8,7.9,3.9,4.6
30976,6.4,6.4,11,1.3
31036,26,3,2.8,13.2
31124,6,4,1,0.4
31130,30,20,10,30
31188,24,8.3,0.1,32
31242,49,29,10,43
31250,2.8,3.7,1.6,0.7
31285,13,13,7,15
31309,14,14,5,23.8
31345,46.5,14.2,10.6,19.6
31378,4.9,4.1,0.8,0.1
31396,7,5.9,2.6,1.1
31443,10,6,2,0.3
31566,3.5,4,5.6,0.7
31576,10,6,2,0.6
31588,10,6,2,0.5
31611,32,10,7,2
31616,47.1,21.5,4.9,30
31694,3.9,4.8,3.4,1.1
31730,56,26,9,35
31816,34.5,5.7,25.7,17.3
31832,11,2.9,2,1
31847,15,15,6,18
31948,1.9,2.6,1.3,0.1
31957,36,8,6,2
31973,8.5,4,3.4,2.9
32068,52,10,4,17
32087,21.3,11.4,0.8,1.8
32095,11,7,4,3.5
32111,24,8,0.5,1
32120,12,7,2,3.5
32174,3.5,5,9.6,2.7
32189,17,17,11,42
32230,8,6,1.5,2
32259,21,12,1,8
32265,12,6.5,1.9,3
32272,10.5,10.5,2,7.3
32286,2.8,5.5,7.9,0.2
32292,14,14,2.5,15.6
32378,14,14,5,20.1
32389,14,14,2.5,18.7
32401,17,8,1,0.1
32452,8,8,4,1
32454,8.5,4,3.4,3.8
32470,2.8,5.5,7.9,1.2
32471,4,3,4,0.6
32525,3,3,1,1
32544,4,3,4,0.6
32545,9.9,10,9.3,9.9
32625,8,2.5,8,1.2
32709,6,4,0.8,0.4
32765,6,6,3,1
32785,6,4,0.5,0.1
32814,44,8,18,15
32849,47.2,7.9,3.9,12.1
32972,8.5,4,2.5,2.5
32995,15,15,6,12
33028,55.1,12.6,15.7,65.9
33039,3.9,6.3,10.2,1.3
33077,11,7,4,5
33083,3.5,3.9,2.2,0.1
33122,8.5,4,2.5,3.3
33123,15,15,6,16
33139,6,4,0.8,0.4
33148,8.8,8.8,4,6
33159,19.3,3,2.8,6.6
33161,8.8,8.8,4,5.9
33211,3.9,6.3,10.2,0.8
33212,74,17,17,40
33314,44,8,18,15
33321,4,3.5,5.4,1.8
33334,31,21,6,13.5
33361,12,6,4,3
33433,6.5,4.9,0.6,0.1
33453,15.8,16,15.5,52
33466,55.1,12.6,15.7,65.9
33543,4.3,4,2.3,0.3
33636,4.3,3,1.5,0.7
33694,14,14,5,16.2
33713,6,6,6,5
33740,6,4,0.8,0.7
33758,24,8,0.5,1
33818,6,5,3,1.5
33877,20,10,10,5
33882,6,6,2,1
33888,7,5,0.6,0.5
33969,7,5,0.8,0.4
34004,5,3.5,9.6,4.8
34044,3.9,6.3,10.2,0.8
34054,12.5,12.5,2,4.8
34068,21,12,1,10
34079,14,8.5,3,2
34082,8.4,9.8,1.1,0.4
34182,5,1,1,0.1
34185,6,4,0.5,0.1
34188,46,15.5,6.5,8.5
34197,6,4,0.5,0.2
34214,14,3,11,4
34216,24,8,0.5,1
35626,15,15,6,16
35635,9,11,3,4
35647,10.6,10.6,2.4,1.8
35662,24,8,0.5,1
35704,8.5,4,3.4,3.9
